CHLRE_01g000017v5 Cre01.g000017
CHLRE_06g287800v5 Cre06.g287800
CHLRE_06g287850v5 Cre06.g287850
CHLRE_06g287900v5 Cre06.g287900
CHLRE_06g287950v5 Cre06.g287950
CHLRE_06g288000v5 Cre06.g288000
CHLRE_06g288050v5 Cre06.g288050
CHLRE_06g288100v5 Cre06.g288100
CHLRE_06g288150v5 Cre06.g288150
CHLRE_06g288252v5 Cre06.g288252
CHLRE_06g288350v5 Cre06.g288350
CHLRE_06g288400v5 Cre06.g288400
CHLRE_06g288450v5 Cre06.g288450
CHLRE_06g288500v5 Cre06.g288500
CHLRE_06g288550v5 Cre06.g288550
CHLRE_06g288600v5 Cre06.g288600
CHLRE_06g288650v5 Cre06.g288650
CHLRE_06g288700v5 Cre06.g288700
CHLRE_06g288750v5 Cre06.g288750
CHLRE_06g288800v5 Cre06.g288800
CHLRE_06g288850v5 Cre06.g288850
CHLRE_06g288900v5 Cre06.g288900
CHLRE_06g288908v5 Cre06.g288908
CHLRE_06g288950v5 Cre06.g288950
CHLRE_06g289000v5 Cre06.g289000
CHLRE_06g289033v5 Cre06.g289033
CHLRE_06g289050v5 Cre06.g289050
CHLRE_06g289100v5 Cre06.g289100
CHLRE_06g289150v5 Cre06.g289150
CHLRE_06g289200v5 Cre06.g289200
CHLRE_06g289300v5 Cre06.g289300
CHLRE_06g289350v5 Cre06.g289350
CHLRE_06g289400v5 Cre06.g289400
CHLRE_06g289426v5 Cre06.g289426
CHLRE_06g289450v5 Cre06.g289450
CHLRE_06g289500v5 Cre06.g289500
CHLRE_06g289550v5 Cre06.g289550
CHLRE_06g289600v5 Cre06.g289600
CHLRE_06g289650v5 Cre06.g289650
CHLRE_06g289700v5 Cre06.g289700
CHLRE_06g289750v5 Cre06.g289750
CHLRE_06g289800v5 Cre06.g289800
CHLRE_06g289850v5 Cre06.g289850
CHLRE_06g289900v5 Cre06.g289900
CHLRE_06g289950v5 Cre06.g289950
CHLRE_06g290000v5 Cre06.g290000
CHLRE_06g290050v5 Cre06.g290050
CHLRE_06g290100v5 Cre06.g290100
CHLRE_06g290150v5 Cre06.g290150
CHLRE_06g290200v5 Cre06.g290200
CHLRE_06g290250v5 Cre06.g290250
CHLRE_06g290300v5 Cre06.g290300
CHLRE_06g290350v5 Cre06.g290350
CHLRE_06g290400v5 Cre06.g290400
CHLRE_06g290450v5 Cre06.g290450
CHLRE_06g290500v5 Cre06.g290500
CHLRE_06g290550v5 Cre06.g290550
CHLRE_06g290676v5 Cre06.g290676
CHLRE_06g290800v5 Cre06.g290800
CHLRE_06g290850v5 Cre06.g290850
CHLRE_06g290900v5 Cre06.g290900
CHLRE_06g290950v5 Cre06.g290950
CHLRE_06g291050v5 Cre06.g291050
CHLRE_06g291100v5 Cre06.g291100
CHLRE_06g291150v5 Cre06.g291150
CHLRE_06g291200v5 Cre06.g291200
CHLRE_06g291250v5 Cre06.g291250
CHLRE_06g291300v5 Cre06.g291300
CHLRE_06g291350v5 Cre06.g291350
CHLRE_06g291400v5 Cre06.g291400
CHLRE_06g291450v5 Cre06.g291450
CHLRE_06g291500v5 Cre06.g291500
CHLRE_06g291550v5 Cre06.g291550
CHLRE_06g291600v5 Cre06.g291600
CHLRE_06g291650v5 Cre06.g291650
CHLRE_06g291700v5 Name=RSP3
CHLRE_06g291750v5 Cre06.g291750
CHLRE_06g291800v5 Cre06.g291800
CHLRE_06g291850v5 Cre06.g291850
CHLRE_06g291900v5 Cre06.g291900
CHLRE_06g291950v5 Cre06.g291950
CHLRE_06g292000v5 Cre06.g292000
CHLRE_06g292050v5 Cre06.g292050
CHLRE_06g292100v5 Cre06.g292100
CHLRE_06g292150v5 Cre06.g292150
CHLRE_06g292183v5 Cre06.g292183
CHLRE_06g292216v5 Cre06.g292216
CHLRE_06g292249v5 Cre06.g292249
CHLRE_06g292282v5 Cre06.g292282
CHLRE_06g292315v5 Cre06.g292315
CHLRE_06g292350v5 Cre06.g292350
CHLRE_06g292400v5 Cre06.g292400
CHLRE_06g292450v5 Cre06.g292450
CHLRE_06g292500v5 Cre06.g292500
CHLRE_06g292550v5 Cre06.g292550
CHLRE_06g292600v5 Cre06.g292600
CHLRE_06g292650v5 Cre06.g292650
CHLRE_06g292700v5 Cre06.g292700
CHLRE_06g292750v5 Cre06.g292750
CHLRE_06g292800v5 Cre06.g292800
CHLRE_06g292850v5 Cre06.g292850
CHLRE_06g292900v5 Cre06.g292900
CHLRE_06g292950v5 Cre06.g292950
CHLRE_06g293000v5 Cre06.g293000
CHLRE_06g293051v5 Cre06.g293051
CHLRE_06g293100v5 Cre06.g293100
CHLRE_06g293150v5 Cre06.g293150
CHLRE_06g293200v5 Cre06.g293200
CHLRE_06g293250v5 Cre06.g293250
CHLRE_06g293300v5 Cre06.g293300
CHLRE_06g293350v5 Cre06.g293350
CHLRE_06g293362v5 Cre06.g293362
CHLRE_06g293400v5 Cre06.g293400
CHLRE_06g293450v5 Cre06.g293450
CHLRE_06g293516v5 Cre06.g293516
CHLRE_06g293582v5 Cre06.g293582
CHLRE_06g293650v5 Cre06.g293650
CHLRE_06g293700v5 Cre06.g293700
CHLRE_06g293750v5 Cre06.g293750
CHLRE_06g293800v5 Cre06.g293800
CHLRE_06g293850v5 Cre06.g293850
CHLRE_06g293900v5 Cre06.g293900
CHLRE_06g293950v5 Cre06.g293950
CHLRE_06g294000v5 Cre06.g294000
CHLRE_06g294050v5 Cre06.g294050
CHLRE_06g294100v5 Cre06.g294100
CHLRE_06g294150v5 Cre06.g294150
CHLRE_06g294200v5 Cre06.g294200
CHLRE_06g294250v5 Cre06.g294250
CHLRE_06g294301v5 Cre06.g294301
CHLRE_06g294350v5 Cre06.g294350
CHLRE_06g294400v5 Cre06.g294400
CHLRE_06g294450v5 Cre06.g294450
CHLRE_06g294500v5 Cre06.g294500
CHLRE_06g294550v5 Cre06.g294550
CHLRE_06g294600v5 Cre06.g294600
CHLRE_06g294650v5 Cre06.g294650
CHLRE_06g294700v5 Cre06.g294700
CHLRE_06g294750v5 Cre06.g294750
CHLRE_06g294776v5 Cre06.g294776
CHLRE_06g294800v5 Cre06.g294800
CHLRE_06g294850v5 Cre06.g294850
CHLRE_06g294876v5 Cre06.g294876
CHLRE_06g294900v5 Cre06.g294900
CHLRE_06g294950v5 Cre06.g294950
CHLRE_06g295001v5 Cre06.g295001
CHLRE_06g295050v5 Cre06.g295050
CHLRE_06g295100v5 Cre06.g295100
CHLRE_06g295150v5 Cre06.g295150
CHLRE_06g295200v5 Cre06.g295200
CHLRE_06g295250v5 Cre06.g295250
CHLRE_06g295301v5 Cre06.g295301
CHLRE_06g295350v5 Cre06.g295350
CHLRE_06g295376v5 Cre06.g295376
CHLRE_06g295400v5 Cre06.g295400
CHLRE_06g295450v5 Cre06.g295450
CHLRE_06g295500v5 Cre06.g295500
CHLRE_06g295550v5 Cre06.g295550
CHLRE_06g295600v5 Cre06.g295600
CHLRE_06g295650v5 Cre06.g295650
CHLRE_06g295700v5 Cre06.g295700
CHLRE_06g295826v5 Cre06.g295826
CHLRE_06g295950v5 Cre06.g295950
CHLRE_06g296000v5 Cre06.g296000
CHLRE_06g296050v5 Cre06.g296050
CHLRE_06g296100v5 Cre06.g296100
CHLRE_06g296150v5 Cre06.g296150
CHLRE_06g296200v5 Cre06.g296200
CHLRE_06g296250v5 Cre06.g296250
CHLRE_06g296300v5 Cre06.g296300
CHLRE_06g296350v5 Cre06.g296350
CHLRE_06g296400v5 Cre06.g296400
CHLRE_06g296450v5 Cre06.g296450
CHLRE_06g296500v5 Cre06.g296500
CHLRE_06g296550v5 Cre06.g296550
CHLRE_06g296600v5 Cre06.g296600
CHLRE_06g296650v5 Cre06.g296650
CHLRE_06g296700v5 Cre06.g296700
CHLRE_06g296750v5 Cre06.g296750
CHLRE_06g296800v5 Cre06.g296800
CHLRE_06g296850v5 Cre06.g296850
CHLRE_06g296900v5 Cre06.g296900
CHLRE_06g296912v5 Cre06.g296912
CHLRE_06g296924v5 Cre06.g296924
CHLRE_06g296936v5 Cre06.g296936
CHLRE_06g296950v5 Cre06.g296950
CHLRE_06g296983v5 Cre06.g296983
CHLRE_06g297016v5 Cre06.g297016
CHLRE_06g297049v5 Cre06.g297049
CHLRE_06g297082v5 Cre06.g297082
CHLRE_06g297150v5 Cre06.g297150
CHLRE_06g297200v5 Cre06.g297200
CHLRE_06g297250v5 Cre06.g297250
CHLRE_06g297300v5 Cre06.g297300
CHLRE_06g297400v5 Cre06.g297400
CHLRE_06g297450v5 Cre06.g297450
CHLRE_06g297500v5 Cre06.g297500
CHLRE_06g297516v5 Cre06.g297516
CHLRE_06g297550v5 Cre06.g297550
CHLRE_06g297600v5 Cre06.g297600
CHLRE_06g297650v5 Cre06.g297650
CHLRE_06g297700v5 Cre06.g297700
CHLRE_06g297750v5 Cre06.g297750
CHLRE_06g297800v5 Cre06.g297800
CHLRE_06g297850v5 Cre06.g297850
CHLRE_06g297900v5 Cre06.g297900
CHLRE_06g297904v5 Cre06.g297904
CHLRE_06g297950v5 Cre06.g297950
CHLRE_06g298000v5 Cre06.g298000
CHLRE_06g298050v5 Cre06.g298050
CHLRE_06g298100v5 Cre06.g298100
CHLRE_06g298150v5 Cre06.g298150
CHLRE_06g298200v5 Cre06.g298200
CHLRE_06g298225v5 Cre06.g298225
CHLRE_06g298251v5 Cre06.g298251
CHLRE_06g298300v5 Cre06.g298300
CHLRE_06g298326v5 Cre06.g298326
CHLRE_06g298350v5 Cre06.g298350
CHLRE_06g298400v5 Cre06.g298400
CHLRE_06g298450v5 Cre06.g298450
CHLRE_06g298500v5 Cre06.g298500
CHLRE_06g298550v5 Cre06.g298550
CHLRE_06g298600v5 Cre06.g298600
CHLRE_06g298650v5 Cre06.g298650
CHLRE_06g298700v5 Cre06.g298700
CHLRE_06g298750v5 Cre06.g298750
CHLRE_06g298800v5 Cre06.g298800
CHLRE_06g298802v5 Cre06.g298802
CHLRE_06g298850v5 Cre06.g298850
CHLRE_06g298880v5 Cre06.g298880
CHLRE_06g298911v5 Cre06.g298911
CHLRE_06g298950v5 Cre06.g298950
CHLRE_06g299000v5 Cre06.g299000
CHLRE_06g299050v5 Cre06.g299050
CHLRE_06g299100v5 Cre06.g299100
CHLRE_06g299150v5 Cre06.g299150
CHLRE_06g299200v5 Cre06.g299200
CHLRE_06g299250v5 Cre06.g299250
CHLRE_06g299300v5 Name=TUBG
CHLRE_06g299350v5 Cre06.g299350
CHLRE_06g299450v5 Cre06.g299450
CHLRE_06g299476v5 Cre06.g299476
CHLRE_06g299500v5 Cre06.g299500
CHLRE_06g299550v5 Cre06.g299550
CHLRE_06g299600v5 Cre06.g299600
CHLRE_06g299650v5 Cre06.g299650
CHLRE_06g299700v5 Cre06.g299700
CHLRE_06g299750v5 Cre06.g299750
CHLRE_06g299800v5 Cre06.g299800
CHLRE_06g299850v5 Cre06.g299850
CHLRE_06g299900v5 Cre06.g299900
CHLRE_06g299926v5 Cre06.g299926
CHLRE_06g299950v5 Cre06.g299950
CHLRE_06g300001v5 Cre06.g300001
CHLRE_06g300050v5 Cre06.g300050
CHLRE_06g300100v5 Cre06.g300100
CHLRE_06g300139v5 Cre06.g300139
CHLRE_06g300144v5 Cre06.g300144
CHLRE_06g300150v5 Cre06.g300150
CHLRE_06g300200v5 Cre06.g300200
CHLRE_06g300250v5 Cre06.g300250
CHLRE_06g300300v5 Cre06.g300300
CHLRE_06g300326v5 Cre06.g300326
CHLRE_06g300350v5 Cre06.g300350
CHLRE_06g300400v5 Cre06.g300400
CHLRE_06g300450v5 Cre06.g300450
CHLRE_06g300500v5 Cre06.g300500
CHLRE_06g300550v5 Cre06.g300550
CHLRE_06g300600v5 Cre06.g300600
CHLRE_06g300650v5 Cre06.g300650
CHLRE_06g300700v5 Cre06.g300700
CHLRE_06g300750v5 Cre06.g300750
CHLRE_06g300800v5 Cre06.g300800
CHLRE_06g300850v5 Cre06.g300850
CHLRE_06g300900v5 Cre06.g300900
CHLRE_06g300933v5 Cre06.g300933
CHLRE_06g300966v5 Cre06.g300966
CHLRE_06g301000v5 Cre06.g301000
CHLRE_06g301050v5 Cre06.g301050
CHLRE_06g301100v5 Cre06.g301100
CHLRE_06g301150v5 Cre06.g301150
CHLRE_06g301201v5 Cre06.g301201
CHLRE_06g301251v5 Cre06.g301251
CHLRE_06g301300v5 Cre06.g301300
CHLRE_06g301325v5 Cre06.g301325
CHLRE_06g301350v5 Cre06.g301350
CHLRE_06g301400v5 Cre06.g301400
CHLRE_06g301450v5 Cre06.g301450
CHLRE_06g301476v5 Cre06.g301476
CHLRE_06g301500v5 Cre06.g301500
CHLRE_06g301550v5 Cre06.g301550
CHLRE_06g301600v5 Cre06.g301600
CHLRE_06g301650v5 Cre06.g301650
CHLRE_06g301700v5 Cre06.g301700
CHLRE_06g301725v5 Cre06.g301725
CHLRE_06g301750v5 Cre06.g301750
CHLRE_06g301800v5 Cre06.g301800
CHLRE_06g301802v5 Cre06.g301802
CHLRE_06g301806v5 Cre06.g301806
CHLRE_06g301850v5 Cre06.g301850
CHLRE_06g301900v5 Cre06.g301900
CHLRE_06g301951v5 Cre06.g301951
CHLRE_06g302000v5 Cre06.g302000
CHLRE_06g302050v5 Cre06.g302050
CHLRE_06g302100v5 Cre06.g302100
CHLRE_06g302150v5 Cre06.g302150
CHLRE_06g302200v5 Cre06.g302200
CHLRE_06g302250v5 Cre06.g302250
CHLRE_06g302276v5 Cre06.g302276
CHLRE_06g302300v5 Cre06.g302300
CHLRE_06g302305v5 Cre06.g302305
CHLRE_06g302350v5 Cre06.g302350
CHLRE_06g302389v5 Cre06.g302389
CHLRE_06g302400v5 Cre06.g302400
CHLRE_06g302426v5 Cre06.g302426
CHLRE_06g302450v5 Cre06.g302450
CHLRE_06g302500v5 Cre06.g302500
CHLRE_06g302551v5 Cre06.g302551
CHLRE_06g302600v5 Cre06.g302600
CHLRE_06g302650v5 Cre06.g302650
CHLRE_06g302700v5 Cre06.g302700
CHLRE_06g302750v5 Cre06.g302750
CHLRE_06g302800v5 Cre06.g302800
CHLRE_06g302850v5 Cre06.g302850
CHLRE_06g302900v5 Cre06.g302900
CHLRE_06g302950v5 Cre06.g302950
CHLRE_06g303000v5 Cre06.g303000
CHLRE_06g303050v5 Cre06.g303050
CHLRE_06g303100v5 Cre06.g303100
CHLRE_06g303150v5 Cre06.g303150
CHLRE_06g303171v5 Cre06.g303171
CHLRE_06g303183v5 Cre06.g303183
CHLRE_06g303192v5 Cre06.g303192
CHLRE_06g303200v5 Cre06.g303200
CHLRE_06g303251v5 Cre06.g303251
CHLRE_06g303300v5 Cre06.g303300
CHLRE_06g303350v5 Cre06.g303350
CHLRE_06g303400v5 Cre06.g303400
CHLRE_06g303450v5 Cre06.g303450
CHLRE_06g303483v5 Cre06.g303483
CHLRE_06g303500v5 Cre06.g303500
CHLRE_06g303536v5 Cre06.g303536
CHLRE_06g303572v5 Cre06.g303572
CHLRE_06g303600v5 Cre06.g303600
CHLRE_06g303650v5 Cre06.g303650
CHLRE_06g303700v5 Cre06.g303700
CHLRE_06g303751v5 Cre06.g303751
CHLRE_06g303800v5 Cre06.g303800
CHLRE_06g303850v5 Cre06.g303850
CHLRE_06g303900v5 Cre06.g303900
CHLRE_06g303950v5 Cre06.g303950
CHLRE_06g304000v5 Cre06.g304000
CHLRE_06g304050v5 Cre06.g304050
CHLRE_06g304100v5 Cre06.g304100
CHLRE_06g304150v5 Cre06.g304150
CHLRE_06g304250v5 Cre06.g304250
CHLRE_06g304300v5 Cre06.g304300
CHLRE_06g304350v5 Cre06.g304350
CHLRE_06g304400v5 Cre06.g304400
CHLRE_06g304450v5 Cre06.g304450
CHLRE_06g304500v5 Cre06.g304500
CHLRE_06g304550v5 Cre06.g304550
CHLRE_06g304600v5 Cre06.g304600
CHLRE_06g304650v5 Cre06.g304650
CHLRE_06g304700v5 Cre06.g304700
CHLRE_06g304750v5 Cre06.g304750
CHLRE_06g304800v5 Cre06.g304800
CHLRE_06g304850v5 Cre06.g304850
CHLRE_06g304876v5 Cre06.g304876
CHLRE_06g304913v5 Cre06.g304913
CHLRE_06g304950v5 Cre06.g304950
CHLRE_06g305000v5 Cre06.g305000
CHLRE_06g305050v5 Cre06.g305050
CHLRE_06g305100v5 Cre06.g305100
CHLRE_06g305150v5 Cre06.g305150
CHLRE_06g305200v5 Cre06.g305200
CHLRE_06g305250v5 Cre06.g305250
CHLRE_06g305251v5 Cre06.g305251
CHLRE_06g305302v5 Cre06.g305302
CHLRE_06g305350v5 Cre06.g305350
CHLRE_06g305400v5 Cre06.g305400
CHLRE_06g305450v5 Cre06.g305450
CHLRE_06g305500v5 Cre06.g305500
CHLRE_06g305516v5 Cre06.g305516
CHLRE_06g305550v5 Cre06.g305550
CHLRE_06g305600v5 Cre06.g305600
CHLRE_06g305650v5 Cre06.g305650
CHLRE_06g305700v5 Cre06.g305700
CHLRE_06g305750v5 Cre06.g305750
CHLRE_06g305800v5 Cre06.g305800
CHLRE_06g305850v5 Cre06.g305850
CHLRE_06g305900v5 Cre06.g305900
CHLRE_06g305950v5 Cre06.g305950
CHLRE_06g306000v5 Cre06.g306000
CHLRE_06g306007v5 Cre06.g306007
CHLRE_06g306014v5 Cre06.g306014
CHLRE_06g306021v5 Cre06.g306021
CHLRE_06g306028v5 Cre06.g306028
CHLRE_06g306035v5 Cre06.g306035
CHLRE_06g306050v5 Cre06.g306050
CHLRE_06g306057v5 Cre06.g306057
CHLRE_06g306079v5 Cre06.g306079
CHLRE_06g306100v5 Cre06.g306100
CHLRE_06g306150v5 Cre06.g306150
CHLRE_06g306200v5 Cre06.g306200
CHLRE_06g306250v5 Cre06.g306250
CHLRE_06g306300v5 Cre06.g306300
CHLRE_06g306350v5 Cre06.g306350
CHLRE_06g306400v5 Cre06.g306400
CHLRE_06g306450v5 Cre06.g306450
CHLRE_06g306501v5 Cre06.g306501
CHLRE_06g306550v5 Cre06.g306550
CHLRE_06g306601v5 Cre06.g306601
CHLRE_06g306650v5 Cre06.g306650
CHLRE_06g306700v5 Cre06.g306700
CHLRE_06g306726v5 Cre06.g306726
CHLRE_06g306750v5 Cre06.g306750
CHLRE_06g306800v5 Cre06.g306800
CHLRE_06g306850v5 Cre06.g306850
CHLRE_06g306900v5 Cre06.g306900
CHLRE_06g306950v5 Cre06.g306950
CHLRE_06g307012v5 Cre06.g307012
CHLRE_06g307075v5 Cre06.g307075
CHLRE_06g307100v5 Cre06.g307100
CHLRE_06g307150v5 Cre06.g307150
CHLRE_06g307200v5 Cre06.g307200
CHLRE_06g307250v5 Cre06.g307250
CHLRE_06g307300v5 Cre06.g307300
CHLRE_06g307350v5 Cre06.g307350
CHLRE_06g307400v5 Cre06.g307400
CHLRE_06g307450v5 Cre06.g307450
CHLRE_06g307500v5 Cre06.g307500
CHLRE_06g307551v5 Cre06.g307551
CHLRE_06g307600v5 Cre06.g307600
CHLRE_06g307650v5 Cre06.g307650
CHLRE_06g307700v5 Cre06.g307700
CHLRE_06g307750v5 Cre06.g307750
CHLRE_06g307800v5 Cre06.g307800
CHLRE_06g307850v5 Cre06.g307850
CHLRE_06g307900v5 Cre06.g307900
CHLRE_06g307950v5 Cre06.g307950
CHLRE_06g308000v5 Cre06.g308000
CHLRE_06g308050v5 Cre06.g308050
CHLRE_06g308100v5 Cre06.g308100
CHLRE_06g308150v5 Cre06.g308150
CHLRE_06g308200v5 Cre06.g308200
CHLRE_06g308250v5 Cre06.g308250
CHLRE_06g308300v5 Cre06.g308300
CHLRE_06g308350v5 Cre06.g308350
CHLRE_06g308400v5 Cre06.g308400
CHLRE_06g308450v5 Cre06.g308450
CHLRE_06g308500v5 Cre06.g308500
CHLRE_06g308533v5 Cre06.g308533
CHLRE_06g308600v5 Cre06.g308600
CHLRE_06g308650v5 Cre06.g308650
CHLRE_06g308700v5 Cre06.g308700
CHLRE_06g308750v5 Cre06.g308750
CHLRE_06g308850v5 Cre06.g308850
CHLRE_06g308900v5 Cre06.g308900
CHLRE_06g308950v5 Cre06.g308950
CHLRE_06g309000v5 Cre06.g309000
CHLRE_06g309050v5 Cre06.g309050
CHLRE_06g309100v5 Cre06.g309100
CHLRE_06g309150v5 Cre06.g309150
CHLRE_06g309200v5 Cre06.g309200
CHLRE_06g309300v5 Cre06.g309300
CHLRE_06g309350v5 Cre06.g309350
CHLRE_06g309450v5 Cre06.g309450
CHLRE_06g309500v5 Cre06.g309500
CHLRE_06g309550v5 Cre06.g309550
CHLRE_06g309600v5 Cre06.g309600
CHLRE_06g309650v5 Cre06.g309650
CHLRE_06g309684v5 Cre06.g309684
CHLRE_06g309717v5 Cre06.g309717
CHLRE_06g309750v5 Cre06.g309750
CHLRE_06g309800v5 Cre06.g309800
CHLRE_06g309826v5 Cre06.g309826
CHLRE_06g309850v5 Cre06.g309850
CHLRE_06g309900v5 Cre06.g309900
CHLRE_06g309951v5 Cre06.g309951
CHLRE_06g310000v5 Cre06.g310000
CHLRE_06g310050v5 Cre06.g310050
CHLRE_06g310100v5 Cre06.g310100
CHLRE_06g310150v5 Cre06.g310150
CHLRE_06g310200v5 Cre06.g310200
CHLRE_06g310250v5 Cre06.g310250
CHLRE_06g310276v5 Cre06.g310276
CHLRE_06g310300v5 Cre06.g310300
CHLRE_06g310350v5 Cre06.g310350
CHLRE_06g310400v5 Cre06.g310400
CHLRE_06g310450v5 Cre06.g310450
CHLRE_06g310500v5 Cre06.g310500
CHLRE_06g310545v5 Cre06.g310545
CHLRE_06g310550v5 Cre06.g310550
CHLRE_06g310576v5 Cre06.g310576
CHLRE_06g310601v5 Cre06.g310601
CHLRE_06g310650v5 Cre06.g310650
CHLRE_06g310700v5 Name=RPL44
CHLRE_06g310750v5 Cre06.g310750
CHLRE_06g310800v5 Cre06.g310800
CHLRE_06g310850v5 Cre06.g310850
CHLRE_06g310900v5 Cre06.g310900
CHLRE_06g310950v5 Cre06.g310950
CHLRE_06g311000v5 Cre06.g311000
CHLRE_06g311050v5 Cre06.g311050
CHLRE_06g311100v5 Cre06.g311100
CHLRE_06g311150v5 Cre06.g311150
CHLRE_06g311200v5 Cre06.g311200
CHLRE_06g311250v5 Cre06.g311250
CHLRE_06g311300v5 Cre06.g311300
CHLRE_06g311350v5 Cre06.g311350
CHLRE_06g311400v5 Cre06.g311400
CHLRE_06g311450v5 Cre06.g311450
CHLRE_06g311500v5 Cre06.g311500
CHLRE_06g311550v5 Cre06.g311550
CHLRE_06g311600v5 Cre06.g311600
CHLRE_06g311650v5 Cre06.g311650
CHLRE_06g311700v5 Cre06.g311700
CHLRE_06g311750v5 Cre06.g311750
CHLRE_06g311800v5 Cre06.g311800
CHLRE_06g311850v5 Cre06.g311850
CHLRE_06g311900v5 Name=YPTC5
CHLRE_06g311950v5 Cre06.g311950
CHLRE_07g312002v5 Cre07.g312002
CHLRE_07g312050v5 Cre07.g312050
CHLRE_07g312100v5 Cre07.g312100
CHLRE_07g312150v5 Cre07.g312150
CHLRE_07g312250v5 Cre07.g312250
CHLRE_07g312300v5 Cre07.g312300
CHLRE_07g312350v5 Cre07.g312350
CHLRE_07g312400v5 Cre07.g312400
CHLRE_07g312500v5 Cre07.g312500
CHLRE_07g312550v5 Cre07.g312550
CHLRE_07g312580v5 Cre07.g312580
CHLRE_07g312600v5 Cre07.g312600
CHLRE_07g312650v5 Cre07.g312650
CHLRE_07g312701v5 Cre07.g312701
CHLRE_07g312750v5 Cre07.g312750
CHLRE_07g312800v5 Cre07.g312800
CHLRE_07g312817v5 Cre07.g312817
CHLRE_07g312833v5 Cre07.g312833
CHLRE_07g312850v5 Cre07.g312850
CHLRE_07g312900v5 Cre07.g312900
CHLRE_07g312950v5 Cre07.g312950
CHLRE_07g313000v5 Cre07.g313000
CHLRE_07g313050v5 Cre07.g313050
CHLRE_07g313100v5 Cre07.g313100
CHLRE_07g313122v5 Cre07.g313122
CHLRE_07g313143v5 Cre07.g313143
CHLRE_07g313164v5 Cre07.g313164
CHLRE_07g313185v5 Cre07.g313185
CHLRE_07g313206v5 Cre07.g313206
CHLRE_07g313250v5 Cre07.g313250
CHLRE_07g313302v5 Cre07.g313302
CHLRE_07g313350v5 Cre07.g313350
CHLRE_07g313400v5 Cre07.g313400
CHLRE_07g313450v5 Cre07.g313450
CHLRE_07g313500v5 Cre07.g313500
CHLRE_07g313550v5 Cre07.g313550
CHLRE_07g313600v5 Cre07.g313600
CHLRE_07g313650v5 Cre07.g313650
CHLRE_07g313700v5 Cre07.g313700
CHLRE_07g313750v5 Cre07.g313750
CHLRE_07g313800v5 Cre07.g313800
CHLRE_07g313850v5 Cre07.g313850
CHLRE_07g313900v5 Cre07.g313900
CHLRE_07g313950v5 Cre07.g313950
CHLRE_07g314000v5 Cre07.g314000
CHLRE_07g314050v5 Cre07.g314050
CHLRE_07g314100v5 Cre07.g314100
CHLRE_07g314150v5 Cre07.g314150
CHLRE_07g314200v5 Cre07.g314200
CHLRE_07g314250v5 Cre07.g314250
CHLRE_07g314300v5 Cre07.g314300
CHLRE_07g314351v5 Cre07.g314351
CHLRE_07g314400v5 Cre07.g314400
CHLRE_07g314450v5 Cre07.g314450
CHLRE_07g314500v5 Cre07.g314500
CHLRE_07g314550v5 Cre07.g314550
CHLRE_07g314600v5 Cre07.g314600
CHLRE_07g314650v5 Cre07.g314650
CHLRE_07g314676v5 Cre07.g314676
CHLRE_07g314700v5 Cre07.g314700
CHLRE_07g314751v5 Cre07.g314751
CHLRE_07g314800v5 Cre07.g314800
CHLRE_07g314833v5 Cre07.g314833
CHLRE_07g314866v5 Cre07.g314866
CHLRE_07g314900v5 Cre07.g314900
CHLRE_07g314950v5 Cre07.g314950
CHLRE_07g315000v5 Cre07.g315000
CHLRE_07g315050v5 Cre07.g315050
CHLRE_07g315100v5 Cre07.g315100
CHLRE_07g315150v5 Cre07.g315150
CHLRE_07g315200v5 Cre07.g315200
CHLRE_07g315250v5 Cre07.g315250
CHLRE_07g315300v5 Cre07.g315300
CHLRE_07g315326v5 Cre07.g315326
CHLRE_07g315350v5 Cre07.g315350
CHLRE_07g315400v5 Cre07.g315400
CHLRE_07g315432v5 Cre07.g315432
CHLRE_07g315450v5 Cre07.g315450
CHLRE_07g315500v5 Cre07.g315500
CHLRE_07g315550v5 Cre07.g315550
CHLRE_07g315600v5 Cre07.g315600
CHLRE_07g315650v5 Cre07.g315650
CHLRE_07g315700v5 Cre07.g315700
CHLRE_07g315750v5 Cre07.g315750
CHLRE_07g315850v5 Cre07.g315850
CHLRE_07g315900v5 Cre07.g315900
CHLRE_07g315950v5 Cre07.g315950
CHLRE_07g316000v5 Cre07.g316000
CHLRE_07g316050v5 Cre07.g316050
CHLRE_07g316100v5 Cre07.g316100
CHLRE_07g316150v5 Cre07.g316150
CHLRE_07g316200v5 Cre07.g316200
CHLRE_07g316350v5 Cre07.g316350
CHLRE_07g316400v5 Cre07.g316400
CHLRE_07g316450v5 Cre07.g316450
CHLRE_07g316500v5 Cre07.g316500
CHLRE_07g316526v5 Cre07.g316526
CHLRE_07g316550v5 Cre07.g316550
CHLRE_07g316600v5 Cre07.g316600
CHLRE_07g316650v5 Cre07.g316650
CHLRE_07g316725v5 Cre07.g316725
CHLRE_07g316800v5 Cre07.g316800
CHLRE_07g316850v5 Cre07.g316850
CHLRE_07g316900v5 Cre07.g316900
CHLRE_07g316992v5 Cre07.g316992
CHLRE_07g317000v5 Cre07.g317000
CHLRE_07g317050v5 Cre07.g317050
CHLRE_07g317100v5 Cre07.g317100
CHLRE_07g317150v5 Cre07.g317150
CHLRE_07g317201v5 Cre07.g317201
CHLRE_07g317250v5 Cre07.g317250
CHLRE_07g317300v5 Cre07.g317300
CHLRE_07g317350v5 Cre07.g317350
